Experiment,Size of the batches,Type of the shipping box,Cycle time factor,Number of the operators,Type of the quality check,Percentage of the quality check,Overshooting,Elapsed time,Used rods,Used raw bases,Used pins,Outcome - All,Outcome - OK,Outcome - NOK,Used retail boxes,Used shipper boxes,Used pallets,Reached the required amount,Difference from the required - OK,Difference from the required - All,Used electricity - T100,Used electricity - T200,Used electricity - T800,Income,Outgo,Profit,Machine T100 - Waiting for MU,Machine T100 - Processing,Machine T100 - Failed,Machine T100 - Setting up,Machine T200 - Waiting for MU,Machine T200 - Processing,Machine T200 - Failed,Machine T200 - Setting up,Machine T800 - Waiting for MU,Machine T800 - Processing,Machine T800 - Failed,Machine T800 - Setting up,Operator 01 - Waiting for job,Operator 01 - On the way,Operator 01 - Processing,Operator 01 - Repairing,Operator 01 - Setting up,Operator 01 - Inspectioning,Operator 02 - Waiting for job,Operator 02 - On the way,Operator 02 - Processing,Operator 02 - Repairing,Operator 02 - Setting up,Operator 02 - Inspectioning,Operator 03 - Waiting for job,Operator 03 - On the way,Operator 03 - Processing,Operator 03 - Repairing,Operator 03 - Setting up,Operator 03 - Inspectioning,Robot 01 - Free,Robot 01 - Moving,Robot 01 - Waiting during task,Robot 01 - Processing,Robot 01 - Exchanging,Robot 01 - Taking down,Robot 01 - Picking up,Robot 02 - Free,Robot 02 - Moving,Robot 02 - Waiting during task,Robot 02 - Processing,Robot 02 - Exchanging,Robot 02 - Taking down,Robot 02 - Picking up
Exp 3390,2,2,0.1,2,2,0.2,0.1,10:13:48,414,1100,3300,1084,1025,59,1084,46,3,1,25,84,61.17,49.59,64.68,5181.52,4769.63,411.89,4394.084,31460.000,925.916,0.000,8297.382,25502.400,925.218,2055.000,2550.059,33262.200,967.741,0.000,22150.979,5542.061,3497.000,1458.960,480.000,3651.000,28992.296,2251.880,1769.000,925.424,1575.000,1266.400,0.000,0.000,0.000,0.000,0.000,0.000,10773.735,17338.000,0.000,0.000,0.000,4334.265,4334.000,35475.000,1035.000,0.000,0.000,0.000,135.000,135.000
Exp 4192,2,3,0.2,1,1,0.6,0.3,13:15:24,489,1300,3900,1264,1236,28,1264,43,6,1,236,264,77.74,62.93,85.01,6041.92,5630.08,411.84,6965.819,40560.000,174.181,0.000,12241.220,32832.000,196.780,2430.000,2887.682,44351.400,460.918,0.000,29414.114,9118.793,6219.000,518.093,2430.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17364.000,20224.000,0.000,0.000,0.000,5056.000,5056.000,46467.633,977.367,0.000,0.000,0.000,129.000,126.000
Exp 4766,3,1,0.1,1,1,0.6,0.1,10:30:09,415,1100,3300,1030,999,31,1030,58,3,99,-1,30,61.17,49.62,66.47,4923.40,4511.90,411.50,5317.728,31460.000,1022.272,0.000,10128.941,25520.000,921.059,1230.000,2509.111,34182.000,1108.889,0.000,23318.857,6167.760,4699.000,2384.384,1230.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13080.000,16480.000,0.000,0.000,0.000,4120.000,4120.000,36118.000,1334.000,0.000,0.000,0.000,174.000,174.000
Exp 4180,2,3,0.2,1,1,0.0,0.3,12:53:43,489,1300,3900,1296,1240,56,1296,44,6,1,240,296,77.74,62.93,80.48,6194.88,5783.79,411.09,5622.268,40560.000,197.732,0.000,10917.543,32832.000,200.457,2430.000,3990.855,41990.400,398.745,0.000,27909.859,9287.049,6235.000,518.093,2430.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15280.842,20733.158,0.000,0.000,0.000,5184.000,5182.000,45133.000,989.000,0.000,0.000,0.000,129.000,129.000
Exp 4204,2,3,0.2,1,2,0.0,0.3,12:53:43,489,1300,3900,1296,1240,56,1296,44,6,1,240,296,77.74,62.93,80.48,6194.88,5783.79,411.09,5622.268,40560.000,197.732,0.000,10917.543,32832.000,200.457,2430.000,3990.855,41990.400,398.745,0.000,27909.859,9287.049,6235.000,518.093,2430.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15280.842,20733.158,0.000,0.000,0.000,5184.000,5182.000,45133.000,989.000,0.000,0.000,0.000,129.000,129.000
Exp 6083,3,3,0.0,1,2,0.4,0.2,13:46:17,450,1200,3600,1162,1104,58,1162,39,5,1,104,162,62.83,50.75,67.82,5554.36,5143.32,411.04,16192.569,31200.000,2167.431,0.000,21657.265,25200.000,1367.735,1335.000,13729.031,33675.000,2155.969,0.000,21360.736,7009.291,5102.000,4065.973,1335.000,10687.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21672.000,18592.000,0.000,0.000,0.000,4648.000,4648.000,48436.672,892.328,0.000,0.000,0.000,117.000,114.000
Exp 5690,3,2,0.2,2,2,0.0,0.1,10:32:37,415,1100,3300,1080,1029,51,1080,45,3,1,29,80,65.78,53.36,67.07,5162.40,4751.95,410.45,3543.289,34320.000,56.711,0.000,8655.434,27840.000,194.566,1230.000,2709.446,34992.000,218.554,0.000,29539.616,4199.598,3671.000,359.786,150.000,0.000,34747.714,1024.370,1028.000,39.917,1080.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12000.000,17280.000,0.000,0.000,0.000,4320.000,4320.000,36642.688,1013.312,0.000,0.000,0.000,132.000,132.000
Exp 3782,2,3,-0.1,1,2,0.6,0.1,14:05:05,414,1100,3300,1033,1004,29,1033,35,5,1,4,33,55.41,44.92,61.14,4937.74,4527.32,410.42,21836.104,25740.000,3123.896,0.000,25509.951,20865.600,2269.449,2055.000,19643.010,28398.600,2658.390,0.000,15370.047,8547.947,5282.000,4729.406,2055.000,14715.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25908.000,16528.000,0.000,0.000,0.000,4132.000,4132.000,49685.000,805.000,0.000,0.000,0.000,105.000,105.000
Exp 2082,1,3,0.2,2,1,0.8,0.1,11:43:25,413,1100,3300,1059,1049,10,1059,36,5,1,49,59,65.78,53.18,73.28,5062.02,4651.61,410.41,7794.529,34320.000,65.471,0.000,8037.920,27744.000,218.080,6180.000,3716.525,38234.400,229.075,0.000,26967.951,9479.346,4703.000,399.703,630.000,0.000,30002.079,3141.921,3486.000,0.000,5550.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16764.000,16944.000,0.000,0.000,0.000,4236.000,4236.000,41151.892,815.108,0.000,0.000,0.000,108.000,105.000
Exp 4974,3,1,0.2,2,2,0.2,0.1,10:39:22,415,1100,3300,1069,1036,33,1069,60,3,1,36,69,65.78,53.36,68.19,5109.82,4699.49,410.33,3963.289,34320.000,56.711,0.000,9075.434,27840.000,194.566,1230.000,2537.851,35575.200,226.949,0.000,26158.718,3980.382,3352.000,365.100,135.000,4348.800,33666.399,1525.398,1347.000,34.603,1095.000,671.600,0.000,0.000,0.000,0.000,0.000,0.000,12684.000,17104.000,0.000,0.000,0.000,4276.000,4276.000,36612.306,1370.694,0.000,0.000,0.000,180.000,177.000
Exp 3362,2,2,0.1,2,1,0.0,0.1,10:02:54,414,1100,3300,1100,1025,75,1100,46,3,1,25,100,61.17,49.59,63.53,5258.00,4847.70,410.30,3745.712,31460.000,914.288,0.000,7667.414,25502.400,895.186,2055.000,2493.985,32670.000,956.015,0.000,24311.409,5849.476,3634.000,2100.115,225.000,0.000,30838.586,1535.145,1632.000,284.269,1830.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9735.472,17590.000,0.000,0.000,0.000,4398.000,4396.528,34815.000,1035.000,0.000,0.000,0.000,135.000,135.000
Exp 4962,3,1,0.2,2,1,0.8,0.1,11:10:14,415,1100,3300,1040,1036,4,1040,58,3,1,36,40,65.78,53.36,72.31,4971.20,4561.10,410.10,5823.289,34320.000,56.711,0.000,10943.866,27840.000,186.134,1230.000,2247.262,37728.000,224.738,0.000,31786.770,4409.189,3578.000,366.042,60.000,0.000,36886.534,1004.805,1105.000,33.661,1170.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15240.000,16640.000,0.000,0.000,0.000,4160.000,4160.000,38522.182,1330.000,0.000,0.000,0.000,174.000,173.818
Exp 3374,2,2,0.1,2,1,0.6,0.1,10:32:56,414,1100,3300,1048,1020,28,1048,44,3,1,20,48,61.17,49.59,67.64,5009.44,4599.38,410.06,5530.925,31460.000,929.075,0.000,9478.937,25502.400,883.663,2055.000,2186.369,34785.000,948.631,0.000,26262.270,5993.826,3585.000,1898.904,180.000,0.000,32531.733,1354.787,1673.000,485.480,1875.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12785.384,16756.616,0.000,0.000,0.000,4190.000,4188.000,36673.000,989.000,0.000,0.000,0.000,129.000,129.000
Exp 3250,2,2,0.0,2,2,0.4,0.1,09:42:17,414,1100,3300,1059,1010,49,1059,45,3,1,10,59,57.60,46.69,62.17,5062.02,4652.48,409.54,4680.420,28600.000,1639.580,0.000,8381.972,23184.000,1299.028,2055.000,2577.313,30870.000,1472.687,0.000,16516.015,5188.583,3104.000,2493.802,420.000,7197.600,24235.556,2810.385,2154.000,1402.459,1635.000,2682.600,0.000,0.000,0.000,0.000,0.000,0.000,9504.000,16944.000,0.000,0.000,0.000,4236.000,4236.000,33622.754,1030.246,0.000,0.000,0.000,135.000,132.000
Exp 0094,1,1,-0.2,2,2,1.0,0.1,10:50:55,413,1100,3300,1021,1021,0,1021,57,3,1,21,21,52.43,42.39,60.28,4880.38,4470.98,409.40,13235.096,22880.000,2884.904,0.000,11941.011,18496.000,2382.989,6180.000,10382.769,26303.400,2313.831,0.000,6265.463,9033.295,4572.000,2651.842,2655.000,13822.400,10952.972,6791.774,3625.000,2822.854,3525.000,11282.400,0.000,0.000,0.000,0.000,0.000,0.000,14512.133,16325.867,0.000,0.000,0.000,4082.000,4080.000,37376.000,1288.000,0.000,0.000,0.000,168.000,168.000
Exp 4188,2,3,0.2,1,1,0.4,0.3,13:03:00,489,1300,3900,1263,1233,30,1263,43,6,1,233,263,77.74,62.93,83.75,6037.14,5628.14,409.00,6246.779,40560.000,173.221,0.000,11487.155,32832.000,230.845,2430.000,2883.188,43697.400,399.412,0.000,28571.250,9225.657,6235.000,518.093,2430.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16668.000,20208.000,0.000,0.000,0.000,5052.000,5052.000,45733.000,989.000,0.000,0.000,0.000,129.000,129.000
Exp 4184,2,3,0.2,1,1,0.2,0.3,12:55:36,489,1300,3900,1288,1237,51,1288,43,6,1,237,288,77.74,62.93,81.95,6156.64,5747.78,408.86,5767.720,40560.000,172.280,0.000,11007.928,32832.000,230.072,2430.000,3407.029,42755.400,337.571,0.000,28044.358,9272.549,6235.000,518.093,2430.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15588.000,20608.000,0.000,0.000,0.000,5152.000,5152.000,45279.802,968.198,0.000,0.000,0.000,126.000,126.000
Exp 0238,1,1,-0.1,2,2,1.0,0.1,11:13:02,413,1100,3300,1029,1029,0,1029,58,3,1,29,29,55.41,44.80,63.21,4918.62,4509.81,408.81,12268.902,25740.000,2371.098,0.000,11529.288,20808.000,1862.712,6180.000,9077.374,29364.300,1938.326,0.000,8226.696,8587.874,4473.000,2513.230,2400.000,14179.200,12906.239,6852.396,3724.000,2191.766,3780.000,10925.600,0.000,0.000,0.000,0.000,0.000,0.000,15684.000,16464.000,0.000,0.000,0.000,4116.000,4116.000,38698.000,1334.000,0.000,0.000,0.000,174.000,174.000
Exp 5279,3,2,-0.1,2,2,1.0,0.2,10:19:27,450,1200,3600,1133,1133,0,1133,48,3,1,133,133,60.45,48.83,68.87,5415.74,5007.52,408.22,6690.230,28080.000,2369.770,0.000,11357.486,22680.000,1767.514,1335.000,3060.843,31991.400,2087.757,0.000,10663.488,3395.587,2209.000,2658.925,405.000,17808.000,17884.972,3534.396,2893.000,2345.632,930.000,9552.000,0.000,0.000,0.000,0.000,0.000,0.000,9948.000,18128.000,0.000,0.000,0.000,4532.000,4532.000,35765.755,1089.245,0.000,0.000,0.000,144.000,141.000
Exp 0646,1,1,0.2,2,1,1.0,0.1,11:59:15,413,1100,3300,1047,1047,0,1047,59,3,1,47,47,65.78,53.18,74.65,5004.66,4596.69,407.97,8754.529,34320.000,65.471,0.000,9009.451,27744.000,206.549,6180.000,3982.680,38945.400,211.920,0.000,27820.721,9430.576,4709.000,399.703,780.000,0.000,31029.177,3230.823,3480.000,0.000,5400.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18012.000,16752.000,0.000,0.000,0.000,4188.000,4188.000,41434.574,1353.000,0.000,0.000,0.000,177.000,175.426
Exp 6394,3,3,0.2,2,1,0.4,0.1,10:48:22,415,1100,3300,1062,1037,25,1062,36,5,1,37,62,65.78,53.36,69.62,5076.36,4668.78,407.58,4503.289,34320.000,56.711,0.000,9623.866,27840.000,186.134,1230.000,2325.079,36324.000,230.921,0.000,30475.876,4336.421,3593.000,399.703,75.000,0.000,35480.744,1138.256,1106.000,0.000,1155.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13392.000,16992.000,0.000,0.000,0.000,4248.000,4248.000,37848.277,818.723,0.000,0.000,0.000,108.000,105.000
Exp 5644,3,2,0.2,1,2,0.0,0.3,12:45:46,490,1300,3900,1280,1226,54,1280,54,4,1,226,280,77.74,63.02,79.49,6118.40,5711.03,407.37,5178.752,40560.000,161.248,0.000,11378.866,32880.000,186.134,1455.000,4157.720,41472.000,270.280,0.000,31545.670,6829.237,5552.000,518.093,1455.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15187.841,20474.159,0.000,0.000,0.000,5120.000,5118.000,44363.000,1219.000,0.000,0.000,0.000,159.000,159.000
Exp 4958,3,1,0.2,2,1,0.6,0.1,10:58:50,415,1100,3300,1051,1035,16,1051,59,3,1,35,51,65.78,53.36,71.00,5023.78,4616.44,407.34,5103.289,34320.000,56.711,0.000,10214.212,27840.000,195.788,1230.000,2215.887,37043.347,220.766,0.000,31143.510,4278.704,3608.000,359.786,90.000,0.000,36061.376,1163.708,1075.000,39.917,1140.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14265.253,16810.000,0.000,0.000,0.000,4202.747,4202.000,37798.000,1334.000,0.000,0.000,0.000,174.000,174.000
Exp 6414,3,3,0.2,2,2,0.2,0.1,10:39:22,415,1100,3300,1069,1036,33,1069,36,5,1,36,69,65.78,53.36,68.19,5109.82,4702.81,407.01,3963.289,34320.000,56.711,0.000,9075.434,27840.000,194.566,1230.000,2537.851,35575.200,226.949,0.000,26158.718,3980.382,3352.000,365.100,135.000,4348.800,33666.399,1525.398,1347.000,34.603,1095.000,671.600,0.000,0.000,0.000,0.000,0.000,0.000,12684.000,17104.000,0.000,0.000,0.000,4276.000,4276.000,37308.306,818.694,0.000,0.000,0.000,108.000,105.000
Exp 6206,3,3,0.1,1,1,0.6,0.1,10:30:09,415,1100,3300,1030,999,31,1030,35,5,99,-1,30,61.17,49.62,66.47,4923.40,4516.52,406.88,5317.728,31460.000,1022.272,0.000,10128.941,25520.000,921.059,1230.000,2509.111,34182.000,1108.889,0.000,23318.857,6167.760,4699.000,2384.384,1230.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13080.000,16480.000,0.000,0.000,0.000,4120.000,4120.000,36785.000,805.000,0.000,0.000,0.000,105.000,105.000
Exp 0950,1,2,-0.1,2,2,0.6,0.1,10:33:27,413,1100,3300,1034,1013,21,1034,44,3,1,13,34,55.41,44.80,60.71,4942.52,4535.65,406.87,10027.929,25740.000,2212.071,0.000,9221.356,20808.000,1770.644,6180.000,7844.620,28198.500,1936.880,0.000,11121.730,8621.171,4564.000,2344.299,2055.000,9273.800,16372.494,6052.609,3633.000,2360.697,4125.000,5436.200,0.000,0.000,0.000,0.000,0.000,0.000,13164.000,16544.000,0.000,0.000,0.000,4136.000,4136.000,36721.451,997.549,0.000,0.000,0.000,132.000,129.000
Exp 4950,3,1,0.2,2,1,0.2,0.1,10:34:51,415,1100,3300,1072,1034,38,1072,60,3,1,34,72,65.78,53.36,68.34,5124.16,4717.50,406.66,3663.289,34320.000,56.711,0.000,8775.434,27840.000,194.566,1230.000,2163.446,35658.000,218.554,0.000,29593.783,4346.062,3659.000,336.155,105.000,0.000,34910.680,900.772,1040.000,63.548,1125.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12324.632,17143.368,0.000,0.000,0.000,4286.000,4286.000,36329.000,1357.000,0.000,0.000,0.000,177.000,177.000
Exp 2662,2,1,0.1,2,1,1.0,0.1,10:57:27,414,1100,3300,1026,1026,0,1026,57,3,1,26,26,61.17,49.59,70.37,4904.28,4497.98,406.30,7055.108,31460.000,904.892,0.000,11014.000,25502.400,848.600,2055.000,2270.040,36192.000,957.960,0.000,28150.286,5795.623,3695.000,1524.092,255.000,0.000,33602.054,1594.654,1563.000,860.292,1800.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14796.000,16416.000,0.000,0.000,0.000,4104.000,4104.000,37784.950,1296.050,0.000,0.000,0.000,171.000,168.000
Exp 0378,1,1,0.0,2,2,0.8,0.1,11:25:06,413,1100,3300,1045,1035,10,1045,59,3,1,35,45,57.60,46.56,63.99,4995.10,4589.01,406.09,10593.512,28600.000,1906.488,0.000,10390.380,23120.000,1409.620,6180.000,7758.888,31776.000,1565.112,0.000,11678.096,8679.331,4664.000,1646.173,2295.000,12137.400,17336.181,6174.131,3541.000,2250.089,3885.000,7913.600,0.000,0.000,0.000,0.000,0.000,0.000,16020.000,16720.000,0.000,0.000,0.000,4180.000,4180.000,39389.000,1357.000,0.000,0.000,0.000,177.000,177.000
Exp 0514,1,1,0.1,2,2,0.4,0.1,10:56:15,413,1100,3300,1064,1034,30,1064,60,3,1,34,64,61.17,49.45,65.24,5085.92,4680.06,405.86,6952.223,31460.000,947.777,0.000,6819.481,25432.000,928.519,6180.000,4863.767,33550.200,946.033,0.000,16713.499,8493.897,4236.000,1393.004,1005.000,7518.600,21821.225,4972.995,3969.000,991.379,5175.000,2430.400,0.000,0.000,0.000,0.000,0.000,0.000,13824.000,17024.000,0.000,0.000,0.000,4256.000,4256.000,37625.129,1376.000,0.000,0.000,0.000,180.000,178.871
Exp 4966,3,1,0.2,2,1,1.0,0.1,11:22:19,415,1100,3300,1036,1036,0,1036,58,3,1,36,36,65.78,53.36,73.53,4952.08,4546.52,405.56,6543.289,34320.000,56.711,0.000,11663.866,27840.000,186.134,1230.000,2337.446,38364.000,218.554,0.000,32525.646,4356.650,3593.000,399.703,45.000,0.000,37570.019,1074.981,1090.000,0.000,1185.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16056.000,16576.000,0.000,0.000,0.000,4144.000,4144.000,39247.086,1327.914,0.000,0.000,0.000,174.000,171.000
Exp 6402,3,3,0.2,2,1,0.8,0.1,11:10:14,415,1100,3300,1040,1036,4,1040,35,5,1,36,40,65.78,53.36,72.31,4971.20,4565.72,405.48,5823.289,34320.000,56.711,0.000,10943.866,27840.000,186.134,1230.000,2247.262,37728.000,224.738,0.000,31786.770,4409.189,3578.000,366.042,60.000,0.000,36886.534,1004.805,1105.000,33.661,1170.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15240.000,16640.000,0.000,0.000,0.000,4160.000,4160.000,39189.182,801.000,0.000,0.000,0.000,105.000,104.818
Exp 5628,3,2,0.2,1,1,0.4,0.3,12:49:58,490,1300,3900,1250,1219,31,1250,53,4,1,219,250,77.74,63.02,82.69,5975.00,5569.90,405.10,5414.250,40560.000,165.750,0.000,11610.434,32880.000,194.566,1455.000,2700.553,43140.000,299.447,0.000,31793.619,6830.996,5542.292,518.093,1455.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16159.853,19986.147,0.000,0.000,0.000,4998.000,4996.000,44632.000,1196.000,0.000,0.000,0.000,156.000,156.000
